title,Russian Translation ,Turkish Translation ,content,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
brat,отродье,velet,brat,0,0,neu,0,0,0,0,0,0,0,0
bravado,бравада,kabadayılık,cəsarət,0,neg,0,0,0,0,0,0,0,0,0
bravery,храбрость,yiğitlik,cəsarət,pos,0,0,0,0,0,0,0,0,0,0
brawl,скандалить,kavga,dava,0,neg,0,ang,0,dis,fea,0,0,0,0
brazen,наглый,pirinç,həyasız,0,neg,0,ang,0,0,0,0,0,0,0
breach,нарушение,ihlal,pozmaq,0,neg,0,0,0,0,0,0,0,0,0
bread,хлеб,ekmek,çörək,0,0,neu,0,0,0,0,0,0,0,0
breadth,ширина,genişlik,genişlik,0,0,neu,0,0,0,0,0,0,0,0
break,перерыв,mola,fasilə,0,0,neu,0,0,0,0,0,0,sur,0
breakable,хрупкий,kırılabilir,qırılan,0,0,neu,0,0,0,0,0,0,0,0
breakdown,сломать,bozulmak,dağılma,0,neg,0,0,0,0,0,0,0,0,0
breaker,выключатель,kırıcı,qırıcı,0,0,neu,0,0,0,0,0,0,0,0
breakers,выключатели,kesiciler,kəsicilər,0,0,neu,0,0,0,0,0,0,0,0
breakfast,завтрак,kahvaltı,səhər yeməyi,pos,0,0,0,0,0,0,0,0,0,0
breakneck,головокружительный,tehlikeli,qəzalı,0,neg,0,0,0,0,0,0,0,0,0
breakup,расставаться,ayrılmak,ayrılma,0,neg,0,0,0,0,0,0,sad,0,0
breath,дыхание,nefes,nəfəs,0,0,neu,0,0,0,0,0,0,0,0
breech,зад,popo,məmə,0,0,neu,0,0,0,0,0,0,0,0
breeches,бриджи,pantolon,şalvar,0,0,neu,0,0,0,0,0,0,0,0
breed,разводить,doğurmak,cins,0,0,neu,0,0,0,0,0,0,0,0
breeder,производитель,hayvan yetiştiricisi,damazlıq,0,0,neu,0,0,0,0,0,0,0,0
breeding,разведение,üreme,heyvandarlıq,0,0,neu,0,0,0,0,0,0,0,0
breeze,ветер,esinti,külək,0,0,neu,0,0,0,0,0,0,0,0
breezy,свежий,esintili,küləkli,0,0,neu,0,0,0,0,0,0,0,0
brethren,братия,kardeşler,qardaşlar,0,0,neu,0,0,0,0,0,0,0,0
breve,бревис,breve,dəmləmək,0,0,neu,0,0,0,0,0,0,0,0
brevity,краткость,kısalık,qısalıq,0,0,neu,0,0,0,0,0,0,0,0
brew,варево,demlemek,dəmləmək,0,0,neu,0,0,0,0,0,0,0,0
brewing,пивоварение,Demleme,dəmləmək,0,0,neu,0,0,0,0,0,0,0,0
bribe,взятка,rüşvet,rüşvət,0,neg,0,0,0,0,0,0,0,0,0
bribery,взяточничество,rüşvet,rüşvət,0,neg,0,0,0,dis,0,0,0,0,0
brick,кирпич,tuğla,kərpic,0,0,neu,0,0,0,0,0,0,0,0
bridal,свадебный,gelin,gəlin,pos,0,0,0,ant,0,0,joy,0,0,tru
bride,невеста,gelin,gəlin,pos,0,0,0,ant,0,0,joy,0,0,tru
bridegroom,жених,damat,bəy,pos,0,0,0,ant,0,0,joy,0,0,tru
bridesmaid,подружка невесты,nedime,gəlin,pos,0,0,0,0,0,0,joy,0,0,tru
bridge,мост,köprü,körpü,0,0,neu,0,0,0,0,0,0,0,0
bridle,уздечка,dizgin,cilov,0,0,neu,0,0,0,0,0,0,0,0
briefly,кратко,kısaca,qısaca,0,0,neu,0,0,0,0,0,0,0,0
brig,бриг,brik,briqada,0,0,neu,0,0,0,0,0,0,0,0
brigade,бригада,tugay,briqada,0,neg,0,0,0,0,fea,0,0,0,0
brighten,проясняться,aydınlatmak,işıqlandırmaq,pos,0,0,0,0,0,0,joy,0,sur,tru
brightness,яркость,parlaklık,parlaqlıq,pos,0,0,0,0,0,0,0,0,0,0
brilliant,блестящий,parlak,parlaq,pos,0,0,0,ant,0,0,joy,0,0,tru
brim,край,ağız,ağız,0,0,neu,0,0,0,0,0,0,0,0
brimming,наполняется,brimming,dolma,0,0,neu,0,0,0,0,0,0,0,0
brimstone,сера,kükürt,kükürd,0,neg,0,ang,0,0,fea,0,0,0,0
brine,рассол,tuzlu su,duzlu su,0,0,neu,0,0,0,0,0,0,0,0
bring,приносить,getirmek,gətirmək,0,0,neu,0,0,0,0,0,0,0,0
brink,Brink,kenar,uçurum,0,0,neu,0,0,0,0,0,0,0,0
brisk,оживленный,canlı,sürətli,0,0,neu,0,0,0,0,0,0,0,0
bristle,щетина,kıl,kıl,0,neg,0,0,0,0,0,0,0,0,0
brittle,хрупкий,kırılgan,kövrək,0,0,neu,0,0,0,0,0,0,0,0
broadcast,трансляции,yayın,yayım,0,0,neu,0,0,0,0,0,0,0,0
broadside,бортовой залп,borda,enli,0,neg,0,0,ant,0,0,0,0,0,0
brocade,парча,brokar,brokar,pos,0,0,0,0,0,0,0,0,0,0
brochure,брошюра,broşür,broşura,0,0,neu,0,0,0,0,0,0,0,0
broil,жарить,kavrulmak,qızartmaq,0,neg,0,ang,0,0,0,0,0,0,0
broke,сломал,kırdı,qırdı,0,neg,0,0,0,0,fea,0,sad,0,0
broken,сломанный,kırık,qırıq,0,neg,0,ang,0,0,fea,0,sad,0,0
broker,брокер,komisyoncu,vasitəçi,0,0,neu,0,0,0,0,0,0,0,0
brokerage,посредничество,komisyonculuk,vasitəçilik,0,0,neu,0,0,0,0,0,0,0,0
bronco,полудикая лошадь,vahşi at,bronko,0,0,neu,0,0,0,0,0,0,0,0
bronze,бронза,bronz,bürünc,0,0,neu,0,0,0,0,0,0,0,0
brood,выводок,damızlık,bala,0,0,neu,0,0,0,0,0,0,0,0
brooding,задумчивый,düşünceli,düşüncə,0,0,neu,0,0,0,0,0,0,0,0
brook,ручей,dere,çay,0,0,neu,0,0,0,0,0,0,0,0
broom,метла,süpürge,süpürgə,0,0,neu,0,0,0,0,0,0,0,0
broth,бульон,et suyu,bulyon,0,0,neu,0,0,0,0,0,0,0,0
brothel,бордель,genelev,fahişəxana,0,neg,0,0,0,dis,0,0,0,0,0
brother,брат,erkek kardeş,qardaş,pos,0,0,0,0,0,0,0,0,0,tru
brotherhood,братство,kardeşlik,qardaşlıq,pos,0,0,0,0,0,0,0,0,0,tru
brotherly,братский,kardeşçe,qardaş,pos,0,0,0,ant,0,0,joy,0,0,tru
brow,лоб,kaş,qaş,0,0,neu,0,0,0,0,0,0,0,0
brown,коричневый,kahverengi,qəhvəyi,0,0,neu,0,0,0,0,0,0,0,0
bruise,синяк,çürük,qançır,0,neg,0,0,ant,0,0,0,0,0,0
brunette,брюнетка,esmer,esmer,0,0,neu,0,0,0,0,0,0,0,0
brunt,атака,darbe,ağır,0,neg,0,ang,0,0,0,0,0,0,0
brush,щетка,fırça,fırça,0,0,neu,0,0,0,0,0,0,0,0
brutal,жестокий,acımasız,qəddar,0,neg,0,ang,0,0,fea,0,0,0,0
brutality,жестокость,vahşilik,qəddarlıq,0,neg,0,ang,0,0,fea,0,0,0,0
brute,животное,canavar,qəddar,0,neg,0,ang,0,0,fea,0,sad,0,0
bubble,пузырь,kabarcık,baloncuk,0,0,neu,0,0,0,0,0,0,0,0
bubbling,кипение,köpüren,köpürmə,0,0,neu,0,0,0,0,0,0,0,0
buck,доллар,dolar,dollar,pos,neg,0,0,0,0,fea,0,0,sur,0
bucket,ведро,kova,vedrə,0,0,neu,0,0,0,0,0,0,0,0
buckle,пряжка,toka,toka,0,0,neu,0,0,0,0,0,0,0,0
buckled,закрепленный,tokalandı,toqqa,0,0,neu,0,0,0,0,0,0,0,0
bud,бутон,tomurcuk,qönçə,0,0,neu,0,0,0,0,0,0,0,0
buddy,приятель,arkadaş,dostum,pos,0,0,0,ant,0,0,joy,0,0,tru
budge,сдвинуть с места,hareket ettirmek,irəliləmək,0,0,neu,0,0,0,0,0,0,0,0
budget,бюджет,bütçe,büdcə,0,0,neu,0,0,0,0,0,0,0,tru
buffalo,буйвол,bizon,camış,0,0,neu,0,0,0,0,0,0,0,0
buffer,буфер,tampon,tampon,0,0,neu,0,0,0,0,0,0,0,0
buffet,буфет,büfe,bufet,0,neg,0,ang,0,0,0,0,0,0,0
bug,ошибка,böcek,səhv,0,neg,0,0,0,dis,fea,0,0,0,0
bugaboo,пугало,öcü,bugaboo,0,neg,0,ang,0,0,fea,0,sad,0,0
buggy,коляска,böcekli,arabalı,0,0,neu,0,0,0,0,0,0,0,0
bugle,горн,boru,böcək,0,0,neu,0,ant,0,0,0,0,0,0
build,строить,yapı,qurmaq,pos,0,0,0,0,0,0,0,0,0,0
builder,строитель,inşaatçı,inşaatçı,0,0,neu,0,0,0,0,0,0,0,0
building,здание,bina,bina,pos,0,0,0,0,0,0,0,0,0,0
buildings,здания,Binalar,binalar,0,0,neu,0,0,0,0,0,0,0,0
bulb,лампа,ampul,ampul,0,0,neu,0,0,0,0,0,0,0,0
bulbous,выпуклый,soğanlı,bulbous,0,neg,0,0,0,0,0,0,0,0,0
bulge,выпуклость,çıkıntı,qabarıqlıq,0,0,neu,0,0,0,0,0,0,0,0
bulk,масса,yığın,toplu,0,0,neu,0,0,0,0,0,0,0,0
bulkhead,перегородка,gemi bölmesi,başlıq,0,0,neu,0,0,0,0,0,0,0,0
bulky,громоздкий,hantal,həcmli,0,0,neu,0,0,0,0,0,0,0,0
bull,бык,boğa,öküz,0,0,neu,0,0,0,0,0,0,0,0
bulldog,бульдог,yiğit,bulldog,pos,0,0,0,0,0,0,0,0,0,0
bulldozer,бульдозер,buldozer,buldozer,0,0,neu,0,0,0,0,0,0,0,0
bullet,пуля,kurşun,güllə,0,0,neu,0,0,0,0,0,0,0,0
bulletin,бюллетень,bülten,bülleten,0,0,neu,0,0,0,0,0,0,0,0
bulletproof,пуленепробиваемый,kurşun geçirmez,güllə keçirməyən,pos,0,0,0,0,0,0,0,0,0,0
bullock,вол,öküz,öküz,0,0,neu,0,0,0,0,0,0,0,0
bully,хулиган,zorba,zorakılıq,0,neg,0,ang,0,0,fea,0,0,0,0
bulwark,оплот,küpeşte,qala,0,0,neu,0,0,0,0,0,0,0,0
bum,задница,serseri,bum,0,neg,0,0,0,dis,0,0,sad,0,0
bummer,лентяй,serseri,bummer,0,neg,0,ang,0,dis,0,0,0,0,0
bump,удар,çarpmak,qabar,0,0,neu,0,0,0,0,0,0,0,0
bun,булочка,topuz,çörək,0,0,neu,0,0,0,0,0,0,0,0
bunch,связка,demet,dəstə,0,0,neu,0,0,0,0,0,0,0,0
bundle,пачка,demet,bağlamaq,0,0,neu,0,0,0,0,0,0,0,0
bungalow,бунгало,bungalov,bungalov,0,0,neu,0,0,0,0,0,0,0,0
bunk,койка,ranza,çarpayı,0,0,neu,0,0,0,0,0,0,0,0
bunker,бункер,sığınak,bunker,0,0,neu,0,0,0,fea,0,0,0,0
bunt,пихать,tos vurma,bunt,0,0,neu,0,0,0,0,0,0,0,0
buoy,буй,şamandıra,şamandıra,pos,0,0,0,0,0,0,0,0,0,0
buoyancy,плавучесть,canlılık,üzmə qabiliyyəti,0,0,neu,0,0,0,0,0,0,0,0
bur,колючка,dikenli tohum kabuğu,bur,0,0,neu,0,0,0,0,0,0,0,0
burden,бремя,yük,yük,0,0,neu,0,0,0,0,0,0,0,0
burdensome,обременительный,külfetli,yüklü,0,neg,0,0,0,0,fea,0,sad,0,0
bureau,бюро,büro,büro,0,0,neu,0,0,0,0,0,0,0,0
bureaucracy,бюрократия,bürokrasi,bürokratiya,0,neg,0,0,0,0,0,0,0,0,tru
bureaucrat,бюрократ,bürokrat,bürokrat,0,neg,0,0,0,dis,0,0,0,0,0
burglar,взломщик,hırsız,soyğunçu,0,neg,0,0,0,dis,fea,0,0,0,0
burglary,кража со взломом,hırsızlık,oğurluq,0,neg,0,0,0,0,0,0,0,0,0
burial,захоронение,defin,dəfn,0,neg,0,ang,0,0,fea,0,sad,0,0
buried,похоронить,gömülü,dəfn,0,neg,0,0,0,0,fea,0,sad,0,0
burke,замять,boğmak,burk,0,neg,0,ang,0,dis,fea,0,sad,0,0
burlap,брезент,çuval bezi,çuval,0,0,neu,0,0,0,0,0,0,0,0
burlesque,бурлеск,vodvil,burlesque,0,0,neu,0,0,0,0,0,0,sur,0
burly,дородный,iri yarı,burly,0,0,neu,0,0,0,0,0,0,0,0
burn,сжигать,yanmak,yandırmaq,0,0,neu,0,0,0,0,0,0,0,0
burner,горелка,brülör,burner,0,0,neu,0,0,0,0,0,0,0,0
burning,сжигание,yanan,yanan,0,0,neu,0,0,0,0,0,0,0,0
burnished,полированный,açkılı,cilalanmış,0,0,neu,0,0,0,0,0,0,0,0
burnout,Выгореть,yanma,yandırmaq,0,0,neu,0,0,0,0,0,0,0,0
burnt,сожгли,yanmış,yandırılmış,0,neg,0,0,0,dis,0,0,0,0,0
burr,заусенец,çapak,burr,0,0,neu,0,0,0,0,0,0,0,0
burrow,нора,yuva,çuxur,0,0,neu,0,0,0,0,0,0,0,0
bursary,стипендия,burs,təqaüd,0,0,neu,0,0,0,0,0,0,0,tru
bury,похоронить,gömmek,basdırmaq,0,0,neu,0,0,0,0,0,sad,0,0
bus,автобус,otobüs,avtobus,0,0,neu,0,0,0,0,0,0,0,0
bush,куст,çalı,kol,0,0,neu,0,0,0,0,0,0,0,0
bushel,бушель,kile,buşel,0,0,neu,0,0,0,0,0,0,0,0
bushy,пушистый,gür,çalı,0,0,neu,0,0,0,0,0,0,0,0
business,бизнес,iş,Biznes,0,0,neu,0,0,0,0,0,0,0,0
buss,целовать,buss,avtobus,pos,0,0,0,0,0,0,joy,0,0,0
bust,бюст,büst,büstü,0,0,neu,0,0,0,0,0,0,0,0
busted,вылетел,baskın,bükülmüş,0,neg,0,ang,0,0,fea,0,0,0,0
bustle,суета,telaş,səs -küy,0,0,neu,0,0,0,0,0,0,0,0
bustling,шумный,hareketli,səs -küylü,0,0,neu,0,0,0,0,0,0,0,0
busy,занят,meşgul,məşğul,0,0,neu,0,0,0,0,0,0,0,0
butane,бутан,bütan,butan,0,0,neu,0,0,0,0,0,0,0,0
butcher,мясник,Kasap,qəssab,0,neg,0,ang,0,dis,fea,0,0,0,0
butler,дворецкий,kâhya,uşağı,pos,0,0,0,0,0,0,0,0,0,tru
butt,приклад,popo,kalça,0,neg,0,0,0,0,0,0,0,0,0
butter,масло,tereyağı,kərə yağı,0,0,neu,0,0,0,0,0,0,0,0
butterfly,бабочка,kelebek,kəpənək,0,0,neu,0,0,0,0,0,0,0,0
buttery,маслянистый,tereyağlı,yağ,pos,0,0,0,0,0,0,0,0,0,0
buttock,ягодица,kalça,kalça,0,0,neu,0,0,0,0,0,0,0,0
button,кнопка,düğme,düymə,0,0,neu,0,0,0,0,0,0,0,0
buttress,поддерживать,desteklemek,dayaq,0,0,neu,0,0,0,0,0,0,0,0
buxom,полная,dolgun,buxom,pos,0,0,0,0,0,0,0,0,0,0
buy,купить,satın almak,al,0,0,neu,0,0,0,0,0,0,0,0
buyer,покупатель,alıcı,alıcı,0,0,neu,0,0,0,0,0,0,0,0
buying,покупка,satın alma,satın alma,0,0,neu,0,0,0,0,0,0,0,0
buzz,гул,vızıltı,səs -küy,pos,0,0,0,ant,0,fea,0,0,0,0
buzzed,гудели,buzzed,səs -küy saldı,0,neg,0,0,0,0,0,0,0,0,0
buzzer,зуммер,Buzzer,səs -küy,0,0,neu,0,0,0,0,0,0,0,0
bye,пока,bye,sağol,0,0,neu,0,ant,0,0,0,0,0,0
bygone,прошлое,geçmiş,keçmiş,0,0,neu,0,0,0,0,0,0,0,0
bylaw,постановление,iç tüzük,nizamnamə,0,0,neu,0,0,0,0,0,0,0,tru
bystander,свидетель,seyirci,baxan,0,0,neu,0,0,0,0,0,0,0,0
byte,байт,bayt,bayt,0,0,neu,0,0,0,0,0,0,0,0
cab,такси,taksi,kabinə,pos,0,0,0,0,0,0,0,0,0,0
cabal,интрига,komplo,kabal,0,neg,0,0,0,0,fea,0,0,0,0
cabbage,капуста,lahana,kələm,0,0,neu,0,0,0,0,0,0,0,0
cabin,кабина,kabin,kabin,0,0,neu,0,0,0,0,0,0,0,0
cabinet,кабинет,dolap,kabinet,pos,0,0,0,0,0,0,0,0,0,tru
cable,кабель,kablo,kabel,0,0,neu,0,0,0,0,0,0,sur,0
cabriolet,кабриолет,kabriyole,kabriolet,0,0,neu,0,0,0,0,0,0,0,0
cache,кэш,önbellek,gizli yer,0,0,neu,0,0,0,0,0,0,0,0
cacophony,какофония,kakofoni,kakofoniya,0,neg,0,ang,0,dis,0,0,0,0,0
cad,хам,cad,cad,0,neg,0,ang,0,dis,0,0,0,0,0
cadaver,труп,kadavra,kadavra,0,neg,0,0,0,dis,fea,0,sad,sur,0
caddy,чайница,golf takımlarını taşıyan yardımcı,caddy,0,0,neu,0,0,0,0,0,0,0,0
cadence,каденция,ritim,kadans,0,0,neu,0,0,0,0,0,0,0,0
cadet,кадет,oğul,kursant,0,0,neu,0,0,0,0,0,0,0,0
cafe,кафе,kafe,kafe,pos,0,0,0,0,0,0,0,0,0,0
cage,клетка,kafes,qəfəs,0,neg,0,0,0,0,0,0,sad,0,0
cairn,пирамида из камней,höyük,Cairn,0,0,neu,0,0,0,0,0,0,0,0
cake,торт,pasta,tort,0,0,neu,0,0,0,0,0,0,0,0
calamity,бедствие,musibet,bəla,0,0,neu,0,0,0,0,0,sad,0,0
calcareous,известковый,kalkerli,əhəngli,0,0,neu,0,0,0,0,0,0,0,0
calculate,вычислять,hesaplamak,hesablamaq,0,0,neu,0,0,0,0,0,0,0,0
calculated,рассчитанный,hesaplanmış,hesablanmış,0,0,neu,0,0,0,0,0,0,0,0
calculating,расчета,hesaplanması,hesablama,0,neg,0,0,0,0,0,0,0,0,0
calculation,расчет,hesaplama,hesablama,0,0,neu,0,ant,0,0,0,0,0,0
calculator,калькулятор,hesap makinesi,kalkulyator,pos,0,0,0,0,0,0,0,0,0,tru
calculus,исчисление,hesap,hesablama,0,0,neu,0,0,0,0,0,0,0,0
calendar,календарь,takvim,təqvim,0,0,neu,0,0,0,0,0,0,0,0
calender,каландр,perdah makinesi,təqvim,0,0,neu,0,0,0,0,0,0,0,0
calf,теленок,buzağı,dana,pos,0,0,0,0,0,0,joy,0,0,tru
caliber,калибр,kalibre,kalibrli,0,0,neu,0,0,0,0,0,0,0,0
calibrate,калибровать,ayarlamak,kalibr etmək,0,0,neu,0,0,0,0,0,0,0,0
calico,коленкор,patiska,kaliko,0,0,neu,0,0,0,0,0,0,0,0
calipers,штангенциркуль,kaliperler,kaliperlər,0,0,neu,0,0,0,0,0,0,0,0
call,вызов,çağrı,zəng et,0,0,neu,0,0,0,0,0,0,0,0
calligraphy,каллиграфия,kaligrafi,xəttatlıq,0,0,neu,0,0,0,0,0,0,0,0
calling,призвание,çağıran,zəng,0,0,neu,0,0,0,0,0,0,0,0
callous,черствый,duygusuz,dəhşətli,0,neg,0,ang,0,dis,0,0,0,0,0
calls,звонки,aramalar,zənglər,0,neg,0,0,ant,0,0,0,0,0,tru
calm,спокойствие,sakin,sakit,pos,0,0,0,0,0,0,0,0,0,0
calmness,спокойствие,dinginlik,sakitlik,0,0,neu,0,0,0,0,0,0,0,0
caloric,тепловой,ısı,kalorili,0,0,neu,0,0,0,0,0,0,0,0
calorie,калория,kalori,kalori,0,0,neu,0,0,0,0,0,0,0,0
calorimeter,калориметр,kalorimetre,kalorimetr,0,0,neu,0,0,0,0,0,0,0,0
cam,кулачок,kam,kamera,0,0,neu,0,0,0,0,0,0,0,0
camber,выпуклость,kamber,kamber,0,0,neu,0,0,0,0,0,0,0,0
camel,верблюд,deve,dəvə,0,0,neu,0,0,0,0,0,0,0,0
cameo,камея,minyatür,kamo,0,0,neu,0,0,0,0,0,0,0,0
cameraman,кинооператор,kameraman,operator,0,0,neu,0,0,0,0,0,0,0,0
camisole,камзол,kaşkorse,kamzol,0,0,neu,0,0,0,0,0,0,0,0
camouflage,камуфляж,kamuflaj,kamuflyaj,0,0,neu,0,0,0,0,0,0,sur,0
camouflaged,замаскированный,kamufle,kamuflyajlı,0,0,neu,0,0,0,0,0,0,sur,0
camp,лагерь,kamp,düşərgə,0,0,neu,0,0,0,0,0,0,0,0
campaign,кампания,kampanya,kampaniya,0,0,neu,0,0,0,0,0,0,0,0
campaigner,служака,kampanyacısı,təşəbbüskar,0,0,neu,0,0,0,0,0,0,0,0
campaigning,агитация,kampanya,təşviqat,0,neg,0,ang,0,0,fea,0,0,0,0
campus,кампус,kampus,kampus,0,0,neu,0,0,0,0,0,0,0,0
canal,канал,kanal,kanal,0,0,neu,0,0,0,0,0,0,0,0
canary,канарейка,kanarya,kanarya,pos,0,0,0,0,0,0,0,0,0,0
cancel,отменить,iptal,ləğv et,0,neg,0,0,0,0,0,0,sad,0,0
canceling,отмена,iptal,ləğv,0,0,neu,0,0,0,0,0,0,0,0
cancellation,аннулирование,iptal,ləğv,0,0,neu,0,0,0,0,0,0,0,0
cancer,рак,kanser,xərçəng,0,neg,0,ang,0,dis,fea,0,sad,0,0
candid,искренний,samimi,səmimi,pos,0,0,0,ant,0,0,joy,0,sur,tru
candidacy,кандидатура,adaylık,namizədlik,0,0,neu,0,0,0,0,0,0,0,0
candidate,кандидат,aday,namizəd,pos,0,0,0,0,0,0,0,0,0,0
candied,засахаренный,şekerlenmiş,şəkərli,pos,0,0,0,0,0,0,0,0,0,0
candle,свеча,mum,şam,0,0,neu,0,0,0,0,0,0,0,0
candlelight,искусственное освещение,mum ışığı,şam işığı,0,0,neu,0,0,0,0,0,0,0,0
candlestick,подсвечник,şamdan,şamdan,0,0,neu,0,0,0,0,0,0,0,0
candor,откровенность,samimiyet,səmimiyyət,0,0,neu,0,0,0,0,0,0,0,0
candy,конфеты,şeker,konfet,0,0,neu,0,0,0,0,0,0,0,0
cane,тростник,baston,qamış,0,0,neu,ang,0,0,fea,0,0,0,0
canine,клык,köpek,it,0,0,neu,0,0,0,0,0,0,0,0
canister,канистра,teneke kutu,bidon,0,0,neu,0,0,0,0,0,0,0,0
canker,язва,pamukçuk,xərçəng,0,neg,0,ang,0,dis,0,0,0,0,0
cannibal,людоед,yamyam,yamyam,0,neg,0,0,0,dis,fea,0,0,0,0
cannibalism,каннибализм,yamyamlık,yamyamlıq,0,neg,0,0,0,dis,0,0,0,0,0
canning,консервирование,kutulama,konserv,0,0,neu,0,0,0,0,0,0,0,0
cannon,пушка,top,top,0,neg,0,ang,0,0,fea,0,0,0,0
canoe,каноэ,kano,kanoe,0,0,neu,0,0,0,0,0,0,0,0
canon,канон,kanon,canon,0,0,neu,0,0,0,0,0,0,0,0
canonical,канонический,standart,kanonik,0,0,neu,0,0,0,0,0,0,0,0
canons,каноны,canons,kanonlar,0,0,neu,0,0,0,0,0,0,0,tru
canopy,навес,gölgelik,örtük,0,0,neu,0,0,0,0,0,0,0,0
canteen,столовая,kantin,yeməkxana,0,0,neu,0,0,0,0,0,0,0,0
canterbury,Кентербери,canterbury,canterbury,0,0,neu,0,0,0,0,0,0,0,0
cantilever,консоль,konsol,konsol,0,0,neu,0,0,0,0,0,0,0,0
canto,песнь,kıta,canto,0,0,neu,0,0,0,0,0,0,0,0
canton,кантон,küçük eyalet,kanton,0,0,neu,0,0,0,0,0,0,0,0
canvas,холст,tuval,kətan,0,0,neu,0,0,0,0,0,0,0,0
canvass,дебатировать,reklâm yapmak,kətan,0,0,neu,0,0,0,0,0,0,0,0
cap,кепка,kapak,qapaq,0,0,neu,0,ant,0,0,0,0,0,tru
capability,возможность,yetenek,qabiliyyət,0,0,neu,0,0,0,0,0,0,0,0
capable,способный,yetenekli,qabiliyyətli,0,0,neu,0,0,0,0,0,0,0,0
capacity,вместимость,kapasite,tutum,0,0,neu,0,0,0,0,0,0,0,0
cape,мыс,pelerin,papaq,0,0,neu,0,0,0,0,0,0,0,0
caper,каперсы,muziplik,kapari,0,0,neu,0,0,0,0,0,0,0,0
capillary,капиллярный,kılcal,kapilyar,0,0,neu,0,0,0,0,0,0,0,0
capital,капитал,sermaye,kapital,0,0,neu,0,0,0,0,0,0,0,0
capitalist,капиталист,kapitalist,kapitalist,pos,0,0,0,0,0,0,0,0,0,0
capitals,столиц,başkentleri,paytaxtlar,0,0,neu,0,0,0,0,0,0,0,0
capitation,подушный налог,kişi başına düşen,əsirlik,0,0,neu,0,0,0,0,0,0,0,0
capitol,Капитолий,capitol,kapitol,0,0,neu,0,0,0,0,0,0,0,0
capitulation,капитуляция,kapitülasyon,kapitulyasiya,0,0,neu,0,0,0,0,0,0,0,0
caprice,каприз,kapris,kapriz,0,0,neu,0,0,0,0,0,0,0,0
capricious,капризный,kaprisli,şıltaq,0,0,neu,0,0,0,0,0,0,0,0
caps,шапки,kapaklar,qapaqlar,0,0,neu,0,0,0,0,0,0,0,0
capsule,капсула,kapsül,kapsul,0,0,neu,0,0,0,0,0,0,0,0
captain,капитан,kaptan,kapitan,pos,0,0,0,0,0,0,0,0,0,0
caption,подпись,başlık,başlıq,0,0,neu,0,0,0,0,0,0,0,0
captivate,очаровывать,cezbetmek,ovsunlamaq,pos,0,0,0,ant,0,0,joy,0,sur,tru
captivating,очаровательный,büyüleyici,cazibədar,pos,0,0,0,0,0,0,0,0,0,0
captive,пленник,esir,əsir,0,neg,0,0,0,0,fea,0,sad,0,0
captivity,пленение,esaret,əsirlik,0,neg,0,0,0,0,0,0,sad,0,0
captor,капер,esir alan kimse,əsir,0,neg,0,0,0,0,fea,0,0,0,0
capture,захват,ele geçirmek,tutmaq,0,neg,0,0,0,0,0,0,0,0,0
car,автомобиль,araba,maşın,0,0,neu,0,0,0,0,0,0,0,0
caramel,карамель,karamel,karamel,0,0,neu,0,0,0,0,0,0,0,0
carat,карат,kırat,karat,0,0,neu,0,0,0,0,0,0,0,0
caravan,караван,karavan,karvan,0,0,neu,0,0,0,0,0,0,0,0
carbon,углерод,karbon,karbon,0,0,neu,0,0,0,0,0,0,0,0
carcass,каркас,gövde,karkas,0,neg,0,0,0,dis,fea,0,sad,0,0
carcinoma,карцинома,kanser,karsinoma,0,neg,0,0,0,0,fea,0,sad,0,0
card,карта,kart,kart,0,0,neu,0,0,0,0,0,0,0,0
cardigan,кардиган,hırka,hırka,0,0,neu,0,0,0,0,0,0,0,0
cardinal,кардинал,kardinal,kardinal,0,0,neu,0,0,0,0,0,0,0,0
cardiomyopathy,кардиомиопатия,kardiyomiyopati,kardiyomiyopatiya,0,neg,0,0,0,0,fea,0,sad,0,0
cards,карты,Kartlar,kartlar,0,0,neu,0,0,0,0,0,0,0,0
care,уход,bakım,qayğı,0,0,neu,0,0,0,0,0,0,0,0
career,карьера,kariyer,karyera,pos,0,0,0,ant,0,0,0,0,0,0
careful,осторожный,dikkatli,ehtiyatlı,pos,0,0,0,0,0,0,0,0,0,0
carefully,осторожно,dikkatlice,diqqətlə,pos,0,0,0,0,0,0,0,0,0,0
carelessness,небрежность,dikkatsizlik,diqqətsizlik,0,neg,0,ang,0,dis,0,0,0,0,0
caress,ласка,okşamak,oxşamaq,pos,0,0,0,0,0,0,0,0,0,0
caret,знак вставки,Şapka,caret,0,0,neu,0,0,0,0,0,0,0,0
caretaker,смотритель,bekçi,baxıcı,pos,0,0,0,0,0,0,0,0,0,tru
cargo,грузовой,kargo,yük,0,0,neu,0,0,0,0,0,0,0,0
caribou,карибу,karibu,karibu,0,0,neu,0,0,0,0,0,0,0,0
caricature,карикатура,karikatür,karikatura,0,neg,0,0,0,0,0,0,0,0,0
caries,кариес,Çürük,kariyes,0,neg,0,0,0,dis,0,0,0,0,0
carnage,резня,katliam,qırğın,0,neg,0,ang,0,dis,fea,0,sad,sur,0
carnal,плотский,cinsel,cismani,0,neg,0,0,0,0,0,0,0,0,0
carnation,гвоздика,karanfil,qərənfil,0,0,neu,0,0,0,0,0,0,0,0
